Name	X	Y	Z	ScaleX	ScaleY	ScaleZ	Quat_s	Quat_x	Quat_y	Quat_z	Type
Cube	-0.024084091186523438	0.15101709961891174	-1.1620723938676747e-07	-2.8421154022216797	0.17112743854522705	-2.9626452922821045	1.0	0.0	0.0	0.0	Cube
Cube.001	0.0	4.602478981018066	0.0	-3.0845062732696533	0.10330763459205627	-3.303884744644165	1.0	0.0	0.0	0.0	Cube
Cube.002	-2.650181293487549	2.383467674255371	4.568343925370755e-08	2.2974746227264404	0.08687852323055267	2.8927676677703857	0.7102684378623962	1.6386347567731718e-07	1.2835546669975884e-07	-0.7039309144020081	Cube
Cube.003	2.6412353515625	2.369300603866577	4.758691574124896e-08	2.2974746227264404	0.08687852323055267	2.8927676677703857	0.7062650322914124	2.47452987878205e-07	2.1335594624360965e-07	-0.7079475522041321	Cube
Cube.004	-0.006581351161003113	2.3175570964813232	2.805694580078125	2.134913921356201	0.08073131740093231	2.6880862712860107	0.5014117360115051	-0.498569518327713	-0.5030581951141357	-0.4969378113746643	Cube
Cube.005	-3.507412910461426	4.683535575866699	3.3330607414245605	-1.98866868019104	0.00891786441206932	-0.7838314771652222	1.1478071115789135e-07	-0.7045189738273621	1.1562238455553597e-07	-0.7096851468086243	Cube
Cube.006	-3.4408466815948486	4.652420997619629	-0.61659836769104	-1.98866868019104	0.00891786441206932	-0.7838314771652222	0.0011349876876920462	-0.7091240286827087	0.0011285182554274797	-0.7050819396972656	Cube
Cube.007	-1.8165944814682007	4.687249183654785	-3.3192434310913086	-1.98866868019104	0.00891786441206932	-0.7838314771652222	-1.7505978611165318e-10	0.004004900809377432	4.3711040120797406e-08	-0.9999919533729553	Cube
Cube.008	2.12225341796875	4.683535575866699	-3.297116994857788	-1.98866868019104	0.00891786441206932	-0.7838314771652222	-4.149165306444047e-06	0.003742401720955968	0.0011086821323260665	-0.9999923706054688	Cube
Cube.009	-0.0009589195251464844	2.3175570964813232	-2.7853927612304688	2.134913921356201	0.08073131740093231	2.6880862712860107	0.5014117360115051	-0.498569518327713	-0.5030581951141357	-0.4969378113746643	Cube
Cube.010	3.526735305786133	3.992689847946167	-0.6248073577880859	-1.98866868019104	0.00891786441206932	-0.7838314771652222	0.12289757281541824	0.6987336277961731	0.12362008541822433	-0.6938195824623108	Cube
Cube.011	3.50433611869812	2.631798505783081	3.098283052444458	-1.98866868019104	0.00891786441206932	-0.7838314771652222	0.12289757281541824	0.6987336277961731	0.12362008541822433	-0.6938195824623108	Cube
Cube.012	0.8172087669372559	1.7148311138153076	3.6012797355651855	-1.98866868019104	0.00891786441206932	-0.7838314771652222	-0.0008736179443076253	0.9846744537353516	0.17431284487247467	0.0055237459018826485	Cube
Cube.013	-2.701134443283081	0.4616267681121826	3.6012797355651855	-1.98866868019104	0.00891786441206932	-0.7838314771652222	-0.0009347515879198909	0.9865354299545288	0.16345222294330597	0.005513837095350027	Cube
